tag	consumer_complaint_narrative
comment	The design is contemporary and almost good but just misses.
complaint	The design is contemporary and almost good but just misses.
comment	Rooms are not huge (unless you pay for one!) but nicely appointed.
complaint	the hotel had no nice bar open in the night, where to sit, listen to music and enjoy a drink.
complaint	You are catering to the wrong audience, Skype, kids aren't going to leave Facebook and run to Skype.
comment	after playing tod you will forget gta vice city.
comment	I have used free hide folder for a long time on my Vista machine and it was very good, perfect in fact.
comment	We asked the housekeeper for another soap the next day.
bug	My keyboard covers the typing.
bug	It remembers the settings for Twitter, but not Facebook.
complaint	Main Restaurant and lobby is open door on both sides and pretty hot
comment	had problem installing at first then changed the location where it was installed to C, now it works perfectly.
complaint	had problem installing at first then changed the location where it was installed to C, now it works perfectly.
complaint	Watching Netflix in the evening was a disaster.
complaint	-had popups in-program when converting
complaint	When we returned mid afternoon and couldn't get in our rooms.
request	How do I cancel before the 7 day free trial is up.
comment	The food was heavenly.
comment	Simple to use
meaningless	She obviously thought we had gone out.
complaint	The location of our room was quite a distance from reception.
comment	We had a corner room on 5th floor, #53 I think.
comment	this is the best way to be a good driver in my town.
meaningless	muffins and scones.
complaint	Microsoft you only had one job add dark theme and fix notifications.
comment	However, we'd definitely come back and stay and would also recommend the hotel to family/friends.
comment	Halo online is now live for pc,forget combat evolved it's old news
request	I'd imagine people are often taking perishable foods back with them from Ireland so a fridge in an airport iotel would be useful.
complaint	Watch out they will quite you one rate then force you to pay higher rate at check out ..
comment	Everything was perfect, she knew SO MUCH about everything.
complaint	I can't see their description either.
comment	Our overall experience was great.
comment	I really like this software and now it's even better because it is completely free!
meaningless	We are lucky enough to have room 47 again.
comment	New Updates Great Ideas.
complaint	Young children swimming around the pool bar was off putting especially those unsupervised.
complaint	On duty staff seemed overwhelmed.
complaint	Bathroom and toilets not clean at all
comment	I think this is very good to play and make our body strong
complaint	I believe that we have a misunderstanding why Booking.com has collected Our Money since 2 months ago and never be possible to change date or refund.
complaint	We were not told that construction works were being done.
comment	Wonderful free program worth 5 stars
comment	Best of the best
comment	Great location too..
complaint	Should put warmer.
complaint	My only complaints are, I wish they had more hair options for none look like my hair.
comment	Green Browser appears to be much faster than IE and imports without any problem all the IE favorites, cookies and websites.
complaint	Unable to acdess jarfile lib/MP3Rocket.
comment	Ya its very fan tasting and i also edit all picture in this software.
comment	It seemed to cause great confusion when we asked for it to be sent back and asked to be given what we actually ordered.
comment	It is fun to use,and i use it all the time.
comment	Excellent hotel.
comment	The best way to find out if an application is vulnerable to injection is to verify that all use of interpreters clearly separates untrusted data from the command or query.
complaint	Limescale on tiles.
comment	[NAME] is actually a smilende lady, Works in the breakfast room and remember everyone's order and bring right up to the guest ...
