tag	consumer_complaint_narrative
complaint	Beaucoup trop de comptes fakes pour "gagner des Iphones" J'ai aussi reçu un faux mail d'Instagram me disant de reset min MDP et HEUREUSEMENT que j'ai vu que c'était signé Instagram 1 Hacker Way
meaningless	Le petit déjeuner (choix et qualité)
meaningless	Mais si cela est "marant" et nous pouvons souligner la longue performance de monsieur.....
comment	la wifi impeccable dans la chambre
complaint	hotel très impersonnel
comment	la gentillesse du personnel
comment	Hotel proche du Prado et du Retiro.
comment	Excellent hôtel situé en bord de Saône dans le quartier de l'industrie ..
complaint	excentré du centre de cork
meaningless	Col
comment	Possibilitė d'organisation de spectacle et tour de ville en bus depuis l'hôtel avec un personnel très disponible.
comment	Vraiment toujours des zombies un peu plus puissant.
comment	Nous avons visité la chambre de Luxe de nos amis tout était parfait et élégant.
comment	Possède quantité de fonctions très performantes, tout dépend de l'usage que vous en faites :
bug	Je n'ai aucune notifications.
complaint	Dès fois ça bug
bug	Dès que je me déconnecte, je n'arrive plus à me connecter.
complaint	L'hôtel est vieillissant et pas très propre.
comment	L'endroit idéal pour découvrir l'essentiel de Barcelone sans avoir à emprunter les transports en commun.
complaint	Seul point négatif, le repas servi en room service.
comment	les plats sont cuisinés avec raffinement,
comment	Beaucoup de choix, et le service super :)
complaint	le nombre limité de places de parking
comment	Un lieu de détente et de calme après les kilometres de route sinueuse .
comment	Chambre petite avec vue sur parking intérieur de l'hotel :BOF...
complaint	Chambre petite avec vue sur parking intérieur de l'hotel :BOF...
complaint	Obligée de désinstaller et réinstaller l'app pour arrêter les bugs et les fermetures intempestives...
complaint	le personnel n'est pas agréable du tout, loin de la mentalité irlandaise que l'on a cotoyée tout au long de notre séjour!!!!
comment	Nous n'avons profité que du bar sur la terrasse, ca vaut le déplacement.
complaint	il n'y a rien de français 0
comment	Depuis la réservation, les propositions d'activités, la recherche de prestataires, tout a été fait pour satisfaire à toutes nos attentes.
comment	J'ai aimer cette appl merci
comment	La chambre de l'hôtel était confortable, propre.
complaint	Le seul bemol: ma chambre donnait sur une rue passante et j'entendais toutes les voitures.
comment	Petit dej ameliorer mais le diner; fabuleux
complaint	Petit dej ameliorer mais le diner; fabuleux
comment	Les chambres supérieures sont très spacieuses , salle de bain très agréable.
comment	Nickel
comment	Merci pour cette application
comment	Je viens de créer mon compte, l'appli est géniale et j'en suis très heureuse !
comment	Vous ne serez pas déçu.
complaint	Le parking est trop petit et celui de Carrol's Quay trop cher
comment	Boissons et fruits à volonté , à toute heure ; et sac petit déjeuner prêt de bonne heure
complaint	La salle du petit déjeuner est un peu exigu.
request	Moins de beug, et une sélection multiple des photos seraient super génial.
complaint	Moins de beug, et une sélection multiple des photos seraient super génial.
comment	Bravo Softonic
comment	Cette superbe auberge est bien située dans Chamonix et permet de se déplacer partout à pied, sans voiture.
complaint	ptit dejeuner cher
comment	atmosphère chaleureuse
bug	depuis la mise en route que des problémes.
comment	Bien
comment	Staff discret mais toujours au petit soin.
comment	Chambre assez grande et confortable, a 10min à pied du centre ville.
comment	Le petit déjeuner est excellent mais pas bon marché.
complaint	Uniquement en anglais.
comment	super rien à dire
bug	Je ne peux plus poster de story, lorsque je prend une photo par exemple, ça crash et me dit que "Instagram s'est arrêté"
complaint	problème pour ce faire comprendre le personnel ne comprends pas le français c'est inadmissible.
meaningless	et bien tous le monde et passe par emule enfin mais bon tous le monde
complaint	Ma note est donc revue à la baisse...
complaint	le prix de petit dejeuner est un peu élvé
comment	Très bonne restauration, petit déjeuner copieux.
complaint	Un peu loin du centre de cork, salle du petit dejeuné trop petite
comment	Personnel discret, souriant et disponible.
meaningless	Literie
meaningless	Cependant je n'y vois pas de ''Recuva''
comment	Excellent produit (gratuit !) par ses fonctionnalités.
meaningless	o caricato il vostro programma
comment	Super mais j n'arrive pas a avoir la mise a jour des filtres pour le visage.
complaint	Super mais j n'arrive pas a avoir la mise a jour des filtres pour le visage.
comment	C'est un hôtel !
comment	Personnel dévoué accueillant.
comment	le personnel est adorable et plein de bon conseils.
comment	Hôtel très propre.
comment	L'accueil était fort plaisant, la chambre correcte, la vue de notre chambre qui donnait sur l'arrière était bonne,
comment	Le cadre est super, la déco contemporaine et design, le personnel hyper accueillant, le restaurant et les petits déjeuners excellents.
comment	petit déjeuner : bacon déjà desséché à 7h30
complaint	Cet utilitaire est un peu simpliste.
comment	Prix intéressant car réservation de dernière minute
complaint	déçue !!!
comment	Faut pas louper l'entrée, sinon on repart pour un grand détour....
complaint	Faut pas louper l'entrée, sinon on repart pour un grand détour....
meaningless	hitmen2
complaint	sa prend trop de place sur le tel et sa fait surchauffer l'appareil qui stop et l' écran devient noir :-[
bug	sa prend trop de place sur le tel et sa fait surchauffer l'appareil qui stop et l' écran devient noir :-[
comment	La chambre était grande, spacieuse, le lit super confortable, la salle de bain très bien et la petite table avec théière, et tout ce qu'il faut, j'ai vraiment trouvé ça super !
complaint	Impossible d'avoir A.R.X, sans que tous les icones du bureau et du menu "demarrer" ne soient remplacés par l'icone A.R.X.
bug	Impossible d'avoir A.R.X, sans que tous les icones du bureau et du menu "demarrer" ne soient remplacés par l'icone A.R.X.
comment	J adore c est trop sympa a pars quelques beug mais sinon cool
comment	L'aménagement de la chambre Larrivet Haut Brion est surprenant !
comment	allez y les yeux fermés.
comment	Le seul regret est d'être resté trop peu de temps.
comment	Le rapport qualité/prix était très intéressant !!
complaint	Cabinet de toilette avec lavabo fendu,moisissures sur les murs.
comment	Le lieu est particulièrement magique, le réveil avec vue sur le glacier des Bossons et l'Aiguille du midi laisse sans voix.
meaningless	Petit Dejeuner.
complaint	Tout est dans le titre, le téléchargement coupe en plein milieu, ce logiciel m'est donc totalement inutile dans ce cas.
comment	Le quartier, que nous connaissons bien, est très central et agréable.
meaningless	Qu'on ne nous est pas prévenu que l'hotel était en travaux.
comment	J'ai la version Opera v 42.0.2393.517 (installée le 25 02 2017 pour xp.
meaningless	Bonjour,
comment	aimerai s'en en procurer
comment	La chambre est propre tout est impeccable .
comment	Mais que diable, ce logiciel est néanmoins bien trop complexe !
comment	L'accueil est chaleureux, les lits confortables, la présence d'un parking est un plus.
comment	Le personnel est adorable!!!
complaint	Une chasse d'eau qui fuyait : ne pas oublier de fermer la porte de la salle de bain attenant la chambre la nuit !
comment	Le petit-déjeuner est excellent, la chambre qui nous a été réservée était confortable, propre et lumineuse.
comment	Je recommande vivement cet hôtel,parce qu il est exceptionnel,j étais avec des amis et on a vraiment profité de cet belle ville
comment	La vue magnifique du jardin.
comment	Super !
comment	Petit déjeuné Irlandais excellent.
comment	L accueil avec plateau de sandwich frigo rempli du nécessaire moment d échange avec visite des vaches de [NAME] et feu de tourne
complaint	Chambre pour 3 située au 3ème étage sans ascenseur.
comment	Accueil et renseignements donnés spontanément
comment	Je mets 5 etoile!!!
comment	L'emplacement à deux pas de la Part Dieu et en face des Halles Bocuse, n'hésitez pas d'ailleurs pour le déjeuner.
meaningless	v__
complaint	On a eu quelques soucis de voisins bruyants, mais l'hôtel n'y est pour rien là dedans
complaint	Douche handicapée ouverte : la SDB est trempée à chaque utilisation.
complaint	Personnel froid et peu accueillant.
comment	emplacement idéal entre centre-ville et campagne ; personnel adorable ; petit-déjeuners très complets, très frais, copieux ; chambre spacieuse, nettoyage journalier ; on entend la route proche mais pas dérangeant.
comment	La situation et l'amabilité des propriétaires
comment	Vrai irish breakfast.
complaint	Chambre mal insonorisée, entend tous les bruits de couloir
meaningless	le petit déjeuner
request	je voulais savoir su msn est compatible au htc magique je veux installer beaucoup applications sur androïde magique
comment	trais jolie jeux
meaningless	wifi
meaningless	Je publie et reblog des images acnl .
comment	Que demander de plus dans cette belle ville
comment	Je trouve très bien pour communiquer avec les autres
comment	meme si vous avez baucoup fait sur ce jeux je vous remercie beaucoup pour moi c est le meilleur jeu de survie
complaint	Accueil impersonnel.
comment	Très bonne adresse
comment	Je suis accroc !!!!
comment	Un petit déjeuner très complet servi par un personnel très chaleureux.
comment	Vu sur la gare de Kent Rail Station !
comment	En un mot ce jeu est juste super bien !
comment	À disposition: un frigo rempli + cafetière + théière.
comment	Accueil chaleureux dans un hôtel très bien situé dans le centre historique, proche du Palacio Real, de la station de métro Opéra et à quelques minutes à pied de la Plaza Del Sol.
comment	Comme à la maison
complaint	Difficulte de se garer sur le parking,
comment	Confort et amabilité du personnel
comment	Dur de rentrer chez soi ..
comment	L'hôtel est bien situé à 10 min à pied du centre ville.
comment	Fenêtre double vitrage atténuant le bruit de la voie rapide et chargée.
complaint	Ce n'est la faute de l'établissement mais nous avons malheureusement partager les bruits à 5 reprises de monsieur et madame.
comment	Nous pouvons entièrement recommander L'Yndo.
comment	Hôtel très moderne, chambre bien équipée (machine à café, coffre, climatisation réglable, etc).
complaint	Par contre nous n avons rien vu à Cork
comment	- bon rapport qualité prix à Cork....
complaint	Obligation de prendre le bus ou la voiture pour se rendre à Cork centre.
comment	Idéalement situé, au centre de Chamonix, la grande bâtisse en impose.
